Cluster,Age,study_hours,monthly_spending,sleep_duration,movie_hours,sports_hours,book_hours,gaming_hours,social_media_hours
0,20.51851851851852,2.9074074074074074,4407407.407407408,7.277777777777778,1.962962962962963,1.4259259259259258,0.4444444444444444,3.888888888888889,1.962962962962963
1,20.545454545454547,1.7575757575757576,5030303.03030303,6.53030303030303,2.878787878787879,0.2727272727272727,0.25757575757575757,4.954545454545454,2.4696969696969697
2,20.933333333333334,4.383333333333334,3133333.3333333335,8.0,0.9166666666666666,1.1833333333333333,0.8833333333333333,2.0,0.9666666666666667
